site_specific	S	new_grp	mean	sd
103	Ac	Actinomyces viscosus	Pre-Tx	0	0
104	Ac	Actinotignum NA	Post-Tx-offIS-24M	0.101744171403137	0
105	Ac	Actinotignum NA	Post-Tx-onIS-3M	0.588681003267158	0
106	Ac	Actinotignum NA	Pre-Tx	0	0
107	Ac	Alloprevotella NA	Post-Tx-offIS-24M	0.28362833535625	0
108	Ac	Alloprevotella NA	Post-Tx-onIS-2M	0.525904489163541	0
109	Ac	Alloprevotella NA	Post-Tx-onIS-3M	0.393725936229643	0
110	Ac	Alloprevotella NA	Pre-Tx	0	0
111	Ac	Anaerococcus NA	Post-Tx-offIS-12M	-0.00167800231910865	0.304613846462009
112	Ac	Anaerococcus NA	Post-Tx-offIS-24M	-0.12559973954145	0.0661957069950164
113	Ac	Anaerococcus NA	Post-Tx-onIS-1M	1.37890076610765	0
114	Ac	Anaerococcus NA	Post-Tx-onIS-2M	0.953625394618753	0
115	Ac	Anaerococcus NA	Post-Tx-onIS-3M	0.655632093782026	0.709781816577262
116	Ac	Anaerococcus NA	Post-Tx-onIS-6M	-0.0398721602389238	0
117	Ac	Anaerococcus NA	Pre-Tx	0	0
118	Ac	Anaerococcus octavius	Post-Tx-offIS-12M	0.271650537001958	0.178428435279793
119	Ac	Anaerococcus octavius	Post-Tx-offIS-24M	0.019055462299013	0.265859713166863
120	Ac	Anaerococcus octavius	Post-Tx-onIS-3M	0.0868703242508819	0
121	Ac	Anaerococcus octavius	Pre-Tx	0	0
122	Ac	Atopobium NA	Post-Tx-offIS-12M	-0.413372359300316	0.20340661190057
123	Ac	Atopobium NA	Post-Tx-offIS-24M	-0.185838210988819	0
124	Ac	Atopobium NA	Post-Tx-onIS-1M	-0.281911968829285	0
125	Ac	Atopobium NA	Post-Tx-onIS-2M	0.449916135913903	0
126	Ac	Atopobium NA	Post-Tx-onIS-3M	-0.0636697063526101	0
127	Ac	Atopobium NA	Post-Tx-onIS-6M	-0.163208097260025	0.632363392896279
128	Ac	Atopobium NA	Pre-Tx	0	0
129	Ac	Atopobium parvulum	Post-Tx-offIS-12M	0.0589455827863884	0.0730869292016654
130	Ac	Atopobium parvulum	Post-Tx-offIS-24M	0.142241628206251	0.0885218506957708
131	Ac	Atopobium parvulum	Post-Tx-onIS-1M	-0.368930897564642	0
132	Ac	Atopobium parvulum	Post-Tx-onIS-3M	0.0086330529540044	0.411309808278434
133	Ac	Atopobium parvulum	Post-Tx-onIS-6M	-0.102322138055521	0
134	Ac	Atopobium parvulum	Pre-Tx	0	0
135	Ac	Atopobium vaginae	Post-Tx-offIS-24M	0.690599636955711	0
136	Ac	Atopobium vaginae	Post-Tx-onIS-1M	0.15433636967969	0
137	Ac	Atopobium vaginae	Post-Tx-onIS-3M	0.321742310082015	0
138	Ac	Atopobium vaginae	Pre-Tx	0	0
139	Ac	Bacillus NA	Post-Tx-offIS-12M	0.541273036816923	0
140	Ac	Bacillus NA	Post-Tx-offIS-24M	0.263956286765547	0
141	Ac	Bacillus NA	Post-Tx-onIS-1M	0.308517668000099	0.0699232268529052
142	Ac	Bacillus NA	Post-Tx-onIS-2M	0.0790656037937388	0
143	Ac	Bacillus NA	Post-Tx-onIS-3M	0.159227142383542	0
144	Ac	Bacillus NA	Post-Tx-onIS-6M	0.345097622295282	0
145	Ac	Bacillus NA	Pre-Tx	0	0
146	Ac	Bacteroides NA	Post-Tx-onIS-1M	-0.0828289803991245	0
147	Ac	Bacteroides NA	Post-Tx-onIS-2M	0.137243106108849	0
148	Ac	Bacteroides NA	Post-Tx-onIS-3M	-0.0779252952319022	0
149	Ac	Bacteroides NA	Pre-Tx	0	0
150	Ac	Bacteroides vulgatus	Post-Tx-offIS-12M	-0.174613744120246	0.401921193897557
151	Ac	Bacteroides vulgatus	Post-Tx-offIS-24M	-0.0817551009815983	0
152	Ac	Bacteroides vulgatus	Post-Tx-onIS-1M	-0.281911968829285	0
153	Ac	Bacteroides vulgatus	Post-Tx-onIS-2M	0.0601321318597773	0
154	Ac	Bacteroides vulgatus	Post-Tx-onIS-3M	-0.0636697063526101	0
155	Ac	Bacteroides vulgatus	Post-Tx-onIS-6M	0.402419783416412	0.435644299658396
156	Ac	Bacteroides vulgatus	Pre-Tx	0	0
157	Ac	Brachybacterium muris	Post-Tx-offIS-12M	0.252864784369908	0.5532991061519
158	Ac	Brachybacterium muris	Post-Tx-offIS-24M	-0.138376765614556	0
159	Ac	Brachybacterium muris	Pre-Tx	0	0
160	Ac	Bradyrhizobium NA	Post-Tx-offIS-12M	0.285350285856979	0
161	Ac	Bradyrhizobium NA	Post-Tx-offIS-24M	0.0900327921304374	0
162	Ac	Bradyrhizobium NA	Post-Tx-onIS-1M	0.216417246381911	0.0128511816470159
163	Ac	Bradyrhizobium NA	Post-Tx-onIS-2M	0.0790656037937388	0
164	Ac	Bradyrhizobium NA	Post-Tx-onIS-3M	0.0347186001188516	0.176081669102028
165	Ac	Bradyrhizobium NA	Post-Tx-onIS-6M	0.390283296470646	0
166	Ac	Bradyrhizobium NA	Pre-Tx	0	0
167	Ac	Brevibacterium paucivorans	Post-Tx-offIS-12M	0.106948161648839	0.467848506109783
168	Ac	Brevibacterium paucivorans	Post-Tx-offIS-24M	-0.593726409776838	0
169	Ac	Brevibacterium paucivorans	Post-Tx-onIS-6M	0.23932799961343	0
170	Ac	Brevibacterium paucivorans	Pre-Tx	0	0
171	Ac	Brevundimonas NA	Post-Tx-offIS-24M	0.119608768908708	0.557299903251044
172	Ac	Brevundimonas NA	Post-Tx-onIS-6M	0.51688889905162	0
173	Ac	Brevundimonas NA	Pre-Tx	0	0
174	Ac	Brevundimonas diminuta	Post-Tx-offIS-12M	0.323004695207765	0.0937008629103382
175	Ac	Brevundimonas diminuta	Post-Tx-offIS-24M	0.561751530564887	0.38060797467524
176	Ac	Brevundimonas diminuta	Post-Tx-onIS-6M	0.195535628467641	0.143065921889746
177	Ac	Brevundimonas diminuta	Pre-Tx	0	0
178	Ac	Brevundimonas vesicularis	Post-Tx-offIS-12M	0.376444126398592	0.123918952226159
179	Ac	Brevundimonas vesicularis	Post-Tx-offIS-24M	0.524153470753055	0.205876328027665
180	Ac	Brevundimonas vesicularis	Post-Tx-onIS-6M	0.356242296697984	0.104904248808771
181	Ac	Brevundimonas vesicularis	Pre-Tx	0	0
182	Ac	Brochothrix thermosphacta	Post-Tx-offIS-12M	0.360054581588386	0
183	Ac	Brochothrix thermosphacta	Post-Tx-offIS-24M	0.313015972516758	0
184	Ac	Brochothrix thermosphacta	Pre-Tx	0	0
185	Ac	Bulleidia NA	Post-Tx-onIS-3M	0.367096644181395	0
186	Ac	Bulleidia NA	Pre-Tx	0	0
187	Ac	Campylobacter ureolyticus	Post-Tx-offIS-24M	0.0263551042305488	0.195462505515486
188	Ac	Campylobacter ureolyticus	Post-Tx-onIS-3M	-0.306112105594898	0
189	Ac	Campylobacter ureolyticus	Post-Tx-onIS-6M	-0.306112105594898	0
190	Ac	Campylobacter ureolyticus	Pre-Tx	0	0
191	Ac	Capnocytophaga NA	Post-Tx-offIS-12M	0.369615056057585	0.544268071380986
192	Ac	Capnocytophaga NA	Post-Tx-offIS-24M	0.0910716280092487	0.393424810590403
193	Ac	Capnocytophaga NA	Post-Tx-onIS-1M	-0.109330780169916	1.25560194714478
194	Ac	Capnocytophaga NA	Post-Tx-onIS-2M	0.568228626983356	1.29070049155057
195	Ac	Capnocytophaga NA	Post-Tx-onIS-3M	0.40731924629537	1.27323615889003
196	Ac	Capnocytophaga NA	Post-Tx-onIS-6M	0.0991126368560233	0.411777495792119
197	Ac	Capnocytophaga NA	Pre-Tx	0	0
198	Ac	Capnocytophaga sputigena	Post-Tx-offIS-12M	0.256748179640834	0
199	Ac	Capnocytophaga sputigena	Post-Tx-offIS-24M	-0.903410145120636	0
200	Ac	Capnocytophaga sputigena	Post-Tx-onIS-1M	0.0806108899750165	0
201	Ac	Capnocytophaga sputigena	Post-Tx-onIS-2M	0.143880331947262	0
202	Ac	Capnocytophaga sputigena	Post-Tx-onIS-3M	0.521034370798018	0
203	Ac	Capnocytophaga sputigena	Pre-Tx	0	0
204	Ac	Cardiobacterium NA	Post-Tx-onIS-1M	0.499081224598633	0
205	Ac	Cardiobacterium NA	Pre-Tx	0	0
206	Ac	Cardiobacterium hominis	Post-Tx-offIS-24M	0.128935970070179	0
207	Ac	Cardiobacterium hominis	Pre-Tx	0	0
208	Ac	Chryseobacterium NA	Post-Tx-offIS-24M	0.3253387073881	0
209	Ac	Chryseobacterium NA	Pre-Tx	0	0
210	Ac	Citrobacter NA	Post-Tx-onIS-1M	0.674245532431853	0
211	Ac	Citrobacter NA	Pre-Tx	0	0
212	Ac	Clostridium sensu stricto 1 butyricum	Post-Tx-onIS-3M	0.713594727265235	0
213	Ac	Clostridium sensu stricto 1 butyricum	Pre-Tx	0	0
214	Ac	Clostridium sensu stricto 1 perfringens	Post-Tx-offIS-12M	0.209350596812494	0
215	Ac	Clostridium sensu stricto 1 perfringens	Post-Tx-offIS-24M	0.261120613060685	0
216	Ac	Clostridium sensu stricto 1 perfringens	Pre-Tx	0	0
217	Ac	Clostridium sensu stricto 13 NA	Post-Tx-onIS-3M	0.504523828465813	0
218	Ac	Clostridium sensu stricto 13 NA	Pre-Tx	0	0
219	Ac	Corynebacterium NA	Post-Tx-offIS-12M	0.264217425956534	0.591860085774394
220	Ac	Corynebacterium NA	Post-Tx-offIS-24M	-0.0639780523655373	0.312980457307127
221	Ac	Corynebacterium NA	Post-Tx-onIS-1M	-0.29435932437214	0.0159326768307073
222	Ac	Corynebacterium NA	Post-Tx-onIS-2M	0.355082338045735	0
223	Ac	Corynebacterium NA	Post-Tx-onIS-3M	0.406476739499547	0.484957896264149
224	Ac	Corynebacterium NA	Post-Tx-onIS-6M	0.329980545788022	0.714591888312232
225	Ac	Corynebacterium NA	Pre-Tx	0	0
226	Ac	Corynebacterium afermentans	Post-Tx-offIS-12M	0.109925254489051	1.17652749579084
227	Ac	Corynebacterium afermentans	Post-Tx-offIS-24M	-0.722005316037077	0
228	Ac	Corynebacterium afermentans	Post-Tx-onIS-1M	-0.33210894086741	0
229	Ac	Corynebacterium afermentans	Post-Tx-onIS-3M	-0.33210894086741	0
230	Ac	Corynebacterium afermentans	Pre-Tx	0	0
231	Ac	Corynebacterium fournieri	Post-Tx-offIS-12M	-0.379759793319665	0.11180086885248
232	Ac	Corynebacterium fournieri	Post-Tx-offIS-24M	0.263453689957276	0.773824651081624
233	Ac	Corynebacterium fournieri	Post-Tx-onIS-1M	0.148575980142128	0
234	Ac	Corynebacterium fournieri	Post-Tx-onIS-3M	0.336377799222891	0
235	Ac	Corynebacterium fournieri	Post-Tx-onIS-6M	0.142918487382228	0.627377844473989
236	Ac	Corynebacterium fournieri	Pre-Tx	0	0
237	Ac	Corynebacterium glucuronolyticum	Post-Tx-offIS-12M	0.704279477660646	0
238	Ac	Corynebacterium glucuronolyticum	Post-Tx-onIS-3M	0.273731632568102	0
239	Ac	Corynebacterium glucuronolyticum	Pre-Tx	0	0
240	Ac	Corynebacterium gottingense	Post-Tx-offIS-12M	0.479332890471143	0
241	Ac	Corynebacterium gottingense	Post-Tx-offIS-24M	0.359240681956928	0.315244850532793
242	Ac	Corynebacterium gottingense	Post-Tx-onIS-3M	0.0877924229354679	0.00322136324220611
243	Ac	Corynebacterium gottingense	Post-Tx-onIS-6M	0.431066614482418	0
244	Ac	Corynebacterium gottingense	Pre-Tx	0	0
245	Ac	Corynebacterium hadale	Post-Tx-offIS-12M	1.02168080194613	0
246	Ac	Corynebacterium hadale	Post-Tx-offIS-24M	0.049984441493462	0.22742306575636
247	Ac	Corynebacterium hadale	Post-Tx-onIS-1M	0.0839882747319573	0
248	Ac	Corynebacterium hadale	Pre-Tx	0	0
249	Ac	Corynebacterium haemomassiliense	Post-Tx-offIS-12M	0.170201436439767	0.879300960298137
250	Ac	Corynebacterium haemomassiliense	Post-Tx-offIS-24M	0.103322765241279	0.628070405756275
251	Ac	Corynebacterium haemomassiliense	Post-Tx-onIS-1M	0.0725469774278406	0.458574463884923
252	Ac	Corynebacterium haemomassiliense	Post-Tx-onIS-2M	-0.256754153814761	0
253	Ac	Corynebacterium haemomassiliense	Post-Tx-onIS-3M	0.386528682020271	0.338643787234148
254	Ac	Corynebacterium haemomassiliense	Post-Tx-onIS-6M	0.255232227669867	1.21170397182799
255	Ac	Corynebacterium haemomassiliense	Pre-Tx	0	0
256	Ac	Corynebacterium jeikeium	Post-Tx-offIS-12M	-0.22833901154705	0.665319943414343
257	Ac	Corynebacterium jeikeium	Post-Tx-offIS-24M	-0.0524614873573743	0.692938107869921
258	Ac	Corynebacterium jeikeium	Post-Tx-onIS-1M	0.148100692554672	0.00881857916078013
259	Ac	Corynebacterium jeikeium	Post-Tx-onIS-2M	0.45928051816889	0
260	Ac	Corynebacterium jeikeium	Post-Tx-onIS-3M	-0.0149304648694125	1.06775991927124
261	Ac	Corynebacterium jeikeium	Post-Tx-onIS-6M	-0.291268831933975	1.24143359695716
262	Ac	Corynebacterium jeikeium	Pre-Tx	0	0
263	Ac	Corynebacterium kroppenstedtii	Post-Tx-offIS-12M	0.200401443990686	0.376886002593983
264	Ac	Corynebacterium kroppenstedtii	Post-Tx-offIS-24M	0.0246942144379887	0.562387378217872
265	Ac	Corynebacterium kroppenstedtii	Post-Tx-onIS-3M	0.239078154847198	0.215254378328697
266	Ac	Corynebacterium kroppenstedtii	Post-Tx-onIS-6M	0.841580716800337	0
267	Ac	Corynebacterium kroppenstedtii	Pre-Tx	0	0
268	Ac	Corynebacterium lujinxingii	Post-Tx-onIS-1M	0.308662381585494	0
269	Ac	Corynebacterium lujinxingii	Post-Tx-onIS-3M	-0.376219735940762	0
270	Ac	Corynebacterium lujinxingii	Pre-Tx	0	0
271	Ac	Corynebacterium mucifaciens	Post-Tx-offIS-12M	-0.262332018199786	0.533001720548281
272	Ac	Corynebacterium mucifaciens	Post-Tx-offIS-24M	0.13761061417302	0.523164488663056
273	Ac	Corynebacterium mucifaciens	Post-Tx-onIS-1M	0.148575980142128	0
274	Ac	Corynebacterium mucifaciens	Post-Tx-onIS-3M	0.271759078001849	0.323124851959797
275	Ac	Corynebacterium mucifaciens	Post-Tx-onIS-6M	-0.242759188024116	0
276	Ac	Corynebacterium mucifaciens	Pre-Tx	0	0
277	Ac	Corynebacterium pseudodiphtheriticum	Post-Tx-offIS-12M	-0.150835713172542	0.365150063501573
278	Ac	Corynebacterium pseudodiphtheriticum	Post-Tx-offIS-24M	-0.15338275435459	0.461893726569215
279	Ac	Corynebacterium pseudodiphtheriticum	Post-Tx-onIS-1M	-0.315834681316368	0.03047672818851
280	Ac	Corynebacterium pseudodiphtheriticum	Post-Tx-onIS-2M	0.0097739260677171	0.4909568367765
281	Ac	Corynebacterium pseudodiphtheriticum	Post-Tx-onIS-3M	0.252252366538958	0.704443259401029
282	Ac	Corynebacterium pseudodiphtheriticum	Post-Tx-onIS-6M	-0.250381319722589	0.123041759857343
283	Ac	Corynebacterium pseudodiphtheriticum	Pre-Tx	0	0
284	Ac	Corynebacterium pyruviciproducens	Post-Tx-offIS-12M	0.392689536728185	0.537809456191897
285	Ac	Corynebacterium pyruviciproducens	Post-Tx-offIS-24M	0.259024076158844	0.502890834382957
286	Ac	Corynebacterium pyruviciproducens	Post-Tx-onIS-1M	-0.00727713365143487	0.00208662436397218
287	Ac	Corynebacterium pyruviciproducens	Post-Tx-onIS-2M	0.702445945304292	0
288	Ac	Corynebacterium pyruviciproducens	Post-Tx-onIS-3M	0.316263976641475	0.250360283353096
289	Ac	Corynebacterium pyruviciproducens	Pre-Tx	0	0
290	Ac	Corynebacterium sanguinis	Post-Tx-offIS-12M	-0.0363816445346763	0.435900691459659
291	Ac	Corynebacterium sanguinis	Post-Tx-offIS-24M	-0.163542250747648	0.386858116978032
292	Ac	Corynebacterium sanguinis	Post-Tx-onIS-1M	0.0839882747319573	0
293	Ac	Corynebacterium sanguinis	Post-Tx-onIS-3M	0.293010256834154	0.266486673357529
294	Ac	Corynebacterium sanguinis	Post-Tx-onIS-6M	0.347367080902965	0
295	Ac	Corynebacterium sanguinis	Pre-Tx	0	0
296	Ac	Corynebacterium simulans	Post-Tx-offIS-12M	-0.274204415071493	1.15857509040898
297	Ac	Corynebacterium simulans	Post-Tx-offIS-24M	-0.720276800125376	0.763034778906257
298	Ac	Corynebacterium simulans	Post-Tx-onIS-1M	0.146096113240976	0.00350706140448922
299	Ac	Corynebacterium simulans	Post-Tx-onIS-3M	0.301944559133968	0.988531997235576
300	Ac	Corynebacterium simulans	Post-Tx-onIS-6M	-0.22709393778734	1.05450111971145
301	Ac	Corynebacterium simulans	Pre-Tx	0	0
302	Ac	Corynebacterium singulare	Post-Tx-offIS-12M	0.65363506733892	0
303	Ac	Corynebacterium singulare	Post-Tx-offIS-24M	0.263956286765547	0
304	Ac	Corynebacterium singulare	Pre-Tx	0	0
305	Ac	Corynebacterium striatum	Post-Tx-offIS-12M	-0.36811042094847	0.165375712279999
306	Ac	Corynebacterium striatum	Post-Tx-offIS-24M	0.260739292602162	1.58995556012406
307	Ac	Corynebacterium striatum	Post-Tx-onIS-1M	0.158054356363071	0.414047053037665
308	Ac	Corynebacterium striatum	Post-Tx-onIS-2M	-0.251172133351727	0
309	Ac	Corynebacterium striatum	Post-Tx-onIS-3M	-0.312412339301992	0.0866067298173852
310	Ac	Corynebacterium striatum	Post-Tx-onIS-6M	-0.36811042094847	0.165375712279999
311	Ac	Corynebacterium striatum	Pre-Tx	0	0
312	Ac	Corynebacterium sundsvallense	Post-Tx-offIS-12M	-0.0867598258336685	0.517201230862505
313	Ac	Corynebacterium sundsvallense	Post-Tx-offIS-24M	-0.494561047615102	0.503720642309296
314	Ac	Corynebacterium sundsvallense	Pre-Tx	0	0
315	Ac	Corynebacterium thomssenii	Post-Tx-offIS-24M	0.121793268099597	0.0596035025046517
316	Ac	Corynebacterium thomssenii	Pre-Tx	0	0
317	Ac	Corynebacterium tuberculostearicum	Post-Tx-offIS-12M	-0.200642530175167	0.678280104392111
318	Ac	Corynebacterium tuberculostearicum	Post-Tx-offIS-24M	-0.243677295117267	0.560336874104024
319	Ac	Corynebacterium tuberculostearicum	Post-Tx-onIS-1M	-0.12421197164824	0.948676179220984
320	Ac	Corynebacterium tuberculostearicum	Post-Tx-onIS-2M	-0.563943306034018	1.55952685222669
321	Ac	Corynebacterium tuberculostearicum	Post-Tx-onIS-3M	-0.0335478101924086	1.10986413372375
322	Ac	Corynebacterium tuberculostearicum	Post-Tx-onIS-6M	-0.42821321337225	0.780456557157728
323	Ac	Corynebacterium tuberculostearicum	Pre-Tx	0	0
324	Ac	Corynebacterium vitaeruminis	Post-Tx-offIS-12M	-0.0226260618575755	0.655090934388064
325	Ac	Corynebacterium vitaeruminis	Post-Tx-offIS-24M	-0.0777276946145315	0.640549758127295
326	Ac	Corynebacterium vitaeruminis	Post-Tx-onIS-6M	-0.192058022758599	0
327	Ac	Corynebacterium vitaeruminis	Pre-Tx	0	0
328	Ac	Curtobacterium NA	Post-Tx-offIS-12M	0.110081565846053	0.248458962299565
329	Ac	Curtobacterium NA	Post-Tx-offIS-24M	0.0515078936849347	0.46039998458929
330	Ac	Curtobacterium NA	Post-Tx-onIS-3M	0.111396163292957	0
