subject_id	final_taxa	Group	site_specific	rela_abu
212	Hv03	Bacteria	HVs	Ic	0.0406779661016949
213	Hv03	Bacteria	HVs	Mb	0.00789793438639126
214	Hv03	Bacteria	HVs	Ph	0.00813692480359147
215	Hv03	Bacteria	HVs	Ra	0.000406669377795852
216	Hv03	Bacteria	HVs	Vf	0.011322367015595
217	Hv03	Corynebacterium tuberculostearicum	HVs	Ac	0.0042115114646701
218	Hv03	Corynebacterium tuberculostearicum	HVs	Ic	0.0123486682808717
219	Hv03	Corynebacterium tuberculostearicum	HVs	Mb	0.000810044552450385
220	Hv03	Corynebacterium tuberculostearicum	HVs	Ph	0.02665544332211
221	Hv03	Corynebacterium tuberculostearicum	HVs	Ra	0.000406669377795852
222	Hv03	Corynebacterium tuberculostearicum	HVs	Vf	0.00299081392864772
223	Hv03	Cutibacterium acnes	HVs	Ac	0.517313991576977
224	Hv03	Cutibacterium acnes	HVs	Ic	0.600726392251816
225	Hv03	Cutibacterium acnes	HVs	Mb	0.916362899959498
226	Hv03	Cutibacterium acnes	HVs	Ph	0.0294612794612795
227	Hv03	Cutibacterium acnes	HVs	Ra	0.929239528263522
228	Hv03	Cutibacterium acnes	HVs	Vf	0.850886562700278
229	Hv03	Firmicutes	HVs	Ac	0.0610669162377164
230	Hv03	Firmicutes	HVs	Ic	0.115496368038741
231	Hv03	Firmicutes	HVs	Mb	0.0147833130822195
232	Hv03	Firmicutes	HVs	Ph	0.490460157126824
233	Hv03	Firmicutes	HVs	Ra	0.00447336315575437
234	Hv03	Firmicutes	HVs	Vf	0.0382396923734245
235	Hv03	Gammaproteobacteria	HVs	Ac	0.0395414131960692
236	Hv03	Gammaproteobacteria	HVs	Ic	0.0927360774818403
237	Hv03	Gammaproteobacteria	HVs	Mb	0.0299716484406643
238	Hv03	Gammaproteobacteria	HVs	Ph	0.0485409652076319
239	Hv03	Gammaproteobacteria	HVs	Ra	0.00162667751118341
240	Hv03	Gammaproteobacteria	HVs	Vf	0.0262764366588336
241	Hv03	Micrococcus luteus	HVs	Ac	0.00233972859148339
242	Hv03	Micrococcus luteus	HVs	Ic	0.00338983050847458
243	Hv03	Micrococcus luteus	HVs	Mb	0
244	Hv03	Micrococcus luteus	HVs	Ph	0
245	Hv03	Micrococcus luteus	HVs	Ra	0
246	Hv03	Micrococcus luteus	HVs	Vf	0
247	Hv03	Staphylococcus aureus	HVs	Ac	0
248	Hv03	Staphylococcus aureus	HVs	Ic	0
249	Hv03	Staphylococcus aureus	HVs	Mb	0
250	Hv03	Staphylococcus aureus	HVs	Ph	0
251	Hv03	Staphylococcus aureus	HVs	Ra	0
252	Hv03	Staphylococcus aureus	HVs	Vf	0
253	Hv03	Staphylococcus epidermidis	HVs	Ac	0.205194197473093
254	Hv03	Staphylococcus epidermidis	HVs	Ic	0.023728813559322
255	Hv03	Staphylococcus epidermidis	HVs	Mb	0.00222762251923856
256	Hv03	Staphylococcus epidermidis	HVs	Ph	0.194725028058361
257	Hv03	Staphylococcus epidermidis	HVs	Ra	0.0229768198454657
258	Hv03	Staphylococcus epidermidis	HVs	Vf	0.00491348002563555
259	Hv03	Staphylococcus hominis	HVs	Ac	0.0737014506317268
260	Hv03	Staphylococcus hominis	HVs	Ic	0.00823244552058111
261	Hv03	Staphylococcus hominis	HVs	Mb	0
262	Hv03	Staphylococcus hominis	HVs	Ph	0.13047138047138
263	Hv03	Staphylococcus hominis	HVs	Ra	0
264	Hv03	Staphylococcus hominis	HVs	Vf	0.00149540696432386
265	Hv06	Actinobacteriota	HVs	Ac	0.167485138278625
266	Hv06	Actinobacteriota	HVs	Ic	0.387300048473097
267	Hv06	Actinobacteriota	HVs	Mb	0.485567240993511
268	Hv06	Actinobacteriota	HVs	Pc	0.363275715500142
269	Hv06	Actinobacteriota	HVs	Ra	0.286078886310905
270	Hv06	Actinobacteriota	HVs	Vf	0.109440074039796
271	Hv06	Alphaproteobacteria	HVs	Ac	0.10597053502197
272	Hv06	Alphaproteobacteria	HVs	Ic	0.275811924381968
273	Hv06	Alphaproteobacteria	HVs	Mb	0.289102707540837
274	Hv06	Alphaproteobacteria	HVs	Pc	0.198073108529328
275	Hv06	Alphaproteobacteria	HVs	Ra	0.147099767981439
276	Hv06	Alphaproteobacteria	HVs	Vf	0.0131883387320685
277	Hv06	Bacteria	HVs	Ac	0.0434220728870509
278	Hv06	Bacteria	HVs	Ic	0.0499272903538536
279	Hv06	Bacteria	HVs	Mb	0.0355784291787872
280	Hv06	Bacteria	HVs	Pc	0.0487390195522811
281	Hv06	Bacteria	HVs	Ra	0.048491879350348
282	Hv06	Bacteria	HVs	Vf	0.049514113836187
283	Hv06	Corynebacterium tuberculostearicum	HVs	Ac	0
284	Hv06	Corynebacterium tuberculostearicum	HVs	Ic	0.0271449345613185
285	Hv06	Corynebacterium tuberculostearicum	HVs	Mb	0.00469903781606623
286	Hv06	Corynebacterium tuberculostearicum	HVs	Pc	0.017285349957495
287	Hv06	Corynebacterium tuberculostearicum	HVs	Ra	0.00788863109048724
288	Hv06	Corynebacterium tuberculostearicum	HVs	Vf	0.0053216103655715
289	Hv06	Cutibacterium acnes	HVs	Ac	0.360299819074696
290	Hv06	Cutibacterium acnes	HVs	Ic	0.0193892389723703
291	Hv06	Cutibacterium acnes	HVs	Mb	0.0344596106511524
292	Hv06	Cutibacterium acnes	HVs	Pc	0.0365542646642108
293	Hv06	Cutibacterium acnes	HVs	Ra	0.151972157772622
294	Hv06	Cutibacterium acnes	HVs	Vf	0.316057380842203
295	Hv06	Firmicutes	HVs	Ac	0.244249159989661
296	Hv06	Firmicutes	HVs	Ic	0.103732428502181
297	Hv06	Firmicutes	HVs	Mb	0.0203624972029537
298	Hv06	Firmicutes	HVs	Pc	0.201473505242278
299	Hv06	Firmicutes	HVs	Ra	0.167981438515081
300	Hv06	Firmicutes	HVs	Vf	0.383850069412309
301	Hv06	Gammaproteobacteria	HVs	Ac	0.0553114499870767
302	Hv06	Gammaproteobacteria	HVs	Ic	0.0644692195831314
303	Hv06	Gammaproteobacteria	HVs	Mb	0.109420452002685
304	Hv06	Gammaproteobacteria	HVs	Pc	0.0699914990082176
305	Hv06	Gammaproteobacteria	HVs	Ra	0.0821345707656613
306	Hv06	Gammaproteobacteria	HVs	Vf	0.102730217491902
307	Hv06	Micrococcus luteus	HVs	Ac	0.0111139829413285
308	Hv06	Micrococcus luteus	HVs	Ic	0.0189045079980611
309	Hv06	Micrococcus luteus	HVs	Mb	0.0158872230924144
310	Hv06	Micrococcus luteus	HVs	Pc	0.0212524794559365
311	Hv06	Micrococcus luteus	HVs	Ra	0.0183294663573086
312	Hv06	Micrococcus luteus	HVs	Vf	0
313	Hv06	Staphylococcus aureus	HVs	Ac	0
314	Hv06	Staphylococcus aureus	HVs	Ic	0
315	Hv06	Staphylococcus aureus	HVs	Mb	0
316	Hv06	Staphylococcus aureus	HVs	Pc	0.000566732785491641
317	Hv06	Staphylococcus aureus	HVs	Ra	0
318	Hv06	Staphylococcus aureus	HVs	Vf	0
319	Hv06	Staphylococcus epidermidis	HVs	Ac	0.0121478418195916
320	Hv06	Staphylococcus epidermidis	HVs	Ic	0.00508967523024721
321	Hv06	Staphylococcus epidermidis	HVs	Mb	0.00179010964421571
322	Hv06	Staphylococcus epidermidis	HVs	Pc	0.00651742703315387
323	Hv06	Staphylococcus epidermidis	HVs	Ra	0.0698375870069605
324	Hv06	Staphylococcus epidermidis	HVs	Vf	0.01388246182323
325	Hv06	Staphylococcus hominis	HVs	Ac	0
326	Hv06	Staphylococcus hominis	HVs	Ic	0.0482307319437712
327	Hv06	Staphylococcus hominis	HVs	Mb	0.00313269187737749
328	Hv06	Staphylococcus hominis	HVs	Pc	0.036270898271465
329	Hv06	Staphylococcus hominis	HVs	Ra	0.020185614849188
330	Hv06	Staphylococcus hominis	HVs	Vf	0.00601573345673299
331	Hv05	Actinobacteriota	HVs	Ac	0.267543859649123
332	Hv05	Actinobacteriota	HVs	Ic	0.399930143206427
333	Hv05	Actinobacteriota	HVs	Mb	0.206846108835576
334	Hv05	Actinobacteriota	HVs	Pc	0.329824561403509
335	Hv05	Actinobacteriota	HVs	Ra	0.0493223728060431
336	Hv05	Actinobacteriota	HVs	Vf	0.197926711668274
337	Hv05	Alphaproteobacteria	HVs	Ac	0.00974658869395711
338	Hv05	Alphaproteobacteria	HVs	Ic	0.0282920013971358
339	Hv05	Alphaproteobacteria	HVs	Mb	0.00526623756582797
340	Hv05	Alphaproteobacteria	HVs	Pc	0.0290726817042606
341	Hv05	Alphaproteobacteria	HVs	Ra	0.000888691401910687
342	Hv05	Alphaproteobacteria	HVs	Vf	0.00433944069431051
343	Hv05	Bacteria	HVs	Ac	0.0557992202729045
344	Hv05	Bacteria	HVs	Ic	0.0338805448829898
345	Hv05	Bacteria	HVs	Mb	0.0473961380924518
346	Hv05	Bacteria	HVs	Pc	0.0681704260651629
347	Hv05	Bacteria	HVs	Ra	0.013552543879138
348	Hv05	Bacteria	HVs	Vf	0.134281581485053
349	Hv05	Corynebacterium tuberculostearicum	HVs	Ac	0.00925925925925926
350	Hv05	Corynebacterium tuberculostearicum	HVs	Ic	0.0261962975899406
351	Hv05	Corynebacterium tuberculostearicum	HVs	Mb	0.0289643066120538
352	Hv05	Corynebacterium tuberculostearicum	HVs	Pc	0.0137844611528822
353	Hv05	Corynebacterium tuberculostearicum	HVs	Ra	0.509442346145301
354	Hv05	Corynebacterium tuberculostearicum	HVs	Vf	0.00747348119575699
355	Hv05	Cutibacterium acnes	HVs	Ac	0.0353313840155945
356	Hv05	Cutibacterium acnes	HVs	Ic	0.0230527418791477
357	Hv05	Cutibacterium acnes	HVs	Mb	0.0652428320655354
358	Hv05	Cutibacterium acnes	HVs	Pc	0.0423558897243108
359	Hv05	Cutibacterium acnes	HVs	Ra	0.0990890913130415
360	Hv05	Cutibacterium acnes	HVs	Vf	0.166827386692382
361	Hv05	Firmicutes	HVs	Ac	0.525584795321637
362	Hv05	Firmicutes	HVs	Ic	0.292699965071603
363	Hv05	Firmicutes	HVs	Mb	0.549736688121709
364	Hv05	Firmicutes	HVs	Pc	0.292731829573935
365	Hv05	Firmicutes	HVs	Ra	0.127305043323706
366	Hv05	Firmicutes	HVs	Vf	0.399710703953713
367	Hv05	Gammaproteobacteria	HVs	Ac	0.0433723196881092
368	Hv05	Gammaproteobacteria	HVs	Ic	0.0275934334614041
369	Hv05	Gammaproteobacteria	HVs	Mb	0.0468110005851375
370	Hv05	Gammaproteobacteria	HVs	Pc	0.100751879699248
371	Hv05	Gammaproteobacteria	HVs	Ra	0.0222172850477671
372	Hv05	Gammaproteobacteria	HVs	Vf	0.0496624879459981
373	Hv05	Micrococcus luteus	HVs	Ac	0.0358187134502924
374	Hv05	Micrococcus luteus	HVs	Ic	0.102689486552567
375	Hv05	Micrococcus luteus	HVs	Mb	0.0193095377413692
376	Hv05	Micrococcus luteus	HVs	Pc	0.062406015037594
377	Hv05	Micrococcus luteus	HVs	Ra	0.00199955565429904
378	Hv05	Micrococcus luteus	HVs	Vf	0.0226615236258437
379	Hv05	Staphylococcus aureus	HVs	Ac	0
380	Hv05	Staphylococcus aureus	HVs	Ic	0
381	Hv05	Staphylococcus aureus	HVs	Mb	0
382	Hv05	Staphylococcus aureus	HVs	Pc	0
383	Hv05	Staphylococcus aureus	HVs	Ra	0
384	Hv05	Staphylococcus aureus	HVs	Vf	0
385	Hv05	Staphylococcus epidermidis	HVs	Ac	0.00487329434697856
386	Hv05	Staphylococcus epidermidis	HVs	Ic	0.0202584701362207
387	Hv05	Staphylococcus epidermidis	HVs	Mb	0.00643651258045641
388	Hv05	Staphylococcus epidermidis	HVs	Pc	0.0205513784461153
389	Hv05	Staphylococcus epidermidis	HVs	Ra	0.170184403465896
390	Hv05	Staphylococcus epidermidis	HVs	Vf	0.00675024108003857
391	Hv05	Staphylococcus hominis	HVs	Ac	0.0126705653021443
392	Hv05	Staphylococcus hominis	HVs	Ic	0.0454069158225637
393	Hv05	Staphylococcus hominis	HVs	Mb	0.023990637799883
394	Hv05	Staphylococcus hominis	HVs	Pc	0.0403508771929825
395	Hv05	Staphylococcus hominis	HVs	Ra	0.00599866696289713
396	Hv05	Staphylococcus hominis	HVs	Vf	0.0103664416586307
397	Pt01	Actinobacteriota	Pre-Tx	Ac	0.117256637168142
398	Pt01	Actinobacteriota	Pre-Tx	Ra	0.11323573349268
399	Pt01	Actinobacteriota	Pre-Tx	Vf	0.00469963220269718
400	Pt01	Actinobacteriota	Post-Tx-offIS-24M	Ac	0.25638911788953
401	Pt01	Actinobacteriota	Post-Tx-offIS-24M	Hp	0.138878143133462
402	Pt01	Actinobacteriota	Post-Tx-offIS-24M	Ic	0.382334581772783
403	Pt01	Actinobacteriota	Post-Tx-offIS-24M	Mb	0.330601092896175
404	Pt01	Actinobacteriota	Post-Tx-offIS-24M	Ph	0.213096960926194
405	Pt01	Actinobacteriota	Post-Tx-offIS-24M	Vf	0.269422120168389
406	Pt01	Alphaproteobacteria	Pre-Tx	Ac	0
407	Pt01	Alphaproteobacteria	Pre-Tx	Ra	0
408	Pt01	Alphaproteobacteria	Pre-Tx	Vf	0
409	Pt01	Alphaproteobacteria	Post-Tx-offIS-24M	Ac	0.0280296784830998
410	Pt01	Alphaproteobacteria	Post-Tx-offIS-24M	Hp	0.00696324951644099
411	Pt01	Alphaproteobacteria	Post-Tx-offIS-24M	Ic	0.0109238451935081
412	Pt01	Alphaproteobacteria	Post-Tx-offIS-24M	Mb	0.0201502732240437
413	Pt01	Alphaproteobacteria	Post-Tx-offIS-24M	Ph	0.0296671490593343
414	Pt01	Alphaproteobacteria	Post-Tx-offIS-24M	Vf	0.0183696900114811
415	Pt01	Bacteria	Pre-Tx	Ac	0.0154867256637168
416	Pt01	Bacteria	Pre-Tx	Ra	0.023603226770242
417	Pt01	Bacteria	Pre-Tx	Vf	0.00572129137719657
418	Pt01	Bacteria	Post-Tx-offIS-24M	Ac	0.0733718054410552
419	Pt01	Bacteria	Post-Tx-offIS-24M	Hp	0.0642166344294004
